Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[109]    0.0    0.00    0.00   10001         __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [109]
-----------------------------------------------
                0.00    0.00   10001/10001       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[110]    0.0    0.00    0.00   10001         std::_List_iterator<int>::operator*() const [110]
                0.00    0.00   10001/30003       std::_List_node<int>::_M_valptr() [69]
-----------------------------------------------
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::back() [37]
[111]    0.0    0.00    0.00   10001         std::_Deque_iterator<int, int&, int*>::operator*() const [111]
-----------------------------------------------
                0.00    0.00   10001/10001       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[112]    0.0    0.00    0.00   10001         std::_List_iterator<int>::operator++() [112]
-----------------------------------------------
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::back() [37]
[113]    0.0    0.00    0.00   10001         std::_Deque_iterator<int, int&, int*>::operator--() [113]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[114]    0.0    0.00    0.00   10001         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [114]
                0.00    0.00   10001/10001       std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [133]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[115]    0.0    0.00    0.00   10001         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [115]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[116]    0.0    0.00    0.00   10001         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [116]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [129]
[117]    0.0    0.00    0.00   10001         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [117]
                0.00    0.00   10001/10001       __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [185]
[118]    0.0    0.00    0.00   10001         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [118]
                0.00    0.00   10001/10001       void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [104]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [127]
[119]    0.0    0.00    0.00   10001         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [119]
                0.00    0.00   10001/10001       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [105]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[120]    0.0    0.00    0.00   10001         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [120]
                0.00    0.00   10001/60084       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
                0.00    0.00   10001/10001       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [106]
-----------------------------------------------
                0.00    0.00      78/10001       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
                0.00    0.00    9923/10001       std::deque<int, std::allocator<int> >::pop_back() [123]
[121]    0.0    0.00    0.00   10001         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [121]
                0.00    0.00   10001/10001       void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [107]
-----------------------------------------------
                0.00    0.00      78/10001       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
                0.00    0.00    9923/10001       std::deque<int, std::allocator<int> >::push_back(int const&) [124]
[122]    0.0    0.00    0.00   10001         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [122]
                0.00    0.00   10001/60084       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
                0.00    0.00   10001/10001       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [108]
-----------------------------------------------
                0.00    0.00   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::pop() [125]
[123]    0.0    0.00    0.00   10001         std::deque<int, std::allocator<int> >::pop_back() [123]
                0.00    0.00    9923/10001       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [121]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
-----------------------------------------------
                0.00    0.00   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [126]
[124]    0.0    0.00    0.00   10001         std::deque<int, std::allocator<int> >::push_back(int const&) [124]
                0.00    0.00    9923/10001       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [122]
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
-----------------------------------------------
                0.00    0.00   10001/10001       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[125]    0.0    0.00    0.00   10001         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [125]
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::pop_back() [123]
-----------------------------------------------
                0.00    0.00   10001/10001       DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
[126]    0.0    0.00    0.00   10001         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [126]
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::push_back(int const&) [124]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
[127]    0.0    0.00    0.00   10001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [127]
                0.00    0.00   10001/10001       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [119]
-----------------------------------------------
                0.00    0.00   10001/10001       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [131]
[128]    0.0    0.00    0.00   10001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [128]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [185]
[129]    0.0    0.00    0.00   10001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [129]
                0.00    0.00   10001/10001       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [117]
-----------------------------------------------
                0.00    0.00   10001/10001       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [131]
[130]    0.0    0.00    0.00   10001         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [127]
                0.00    0.00   10001/20002       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [94]
                0.00    0.00   10001/60084       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
                0.00    0.00   10001/10001       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [114]
                0.00    0.00   10001/30003       std::_List_node<int>::_M_valptr() [69]
                0.00    0.00   10001/10001       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [120]
                0.00    0.00   10001/10001       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [116]
                0.00    0.00   10001/10001       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [115]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [132]
[131]    0.0    0.00    0.00   10001         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [131]
                0.00    0.00   10001/60084       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
                0.00    0.00   10001/10001       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
                0.00    0.00   10001/10001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [128]
-----------------------------------------------
                0.00    0.00   10001/10001       DFS_List(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [3]
[132]    0.0    0.00    0.00   10001         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [132]
                0.00    0.00   10001/10004       std::__cxx11::list<int, std::allocator<int> >::end() [98]
                0.00    0.00   10001/10001       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [131]
-----------------------------------------------
                0.00    0.00   10001/10001       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [114]
[133]    0.0    0.00    0.00   10001         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [133]
-----------------------------------------------
                0.00    0.00       2/482         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00      79/482         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [140]
                0.00    0.00      79/482         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [141]
                0.00    0.00     322/482         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [135]
[134]    0.0    0.00    0.00     482         std::__deque_buf_size(unsigned long) [134]
-----------------------------------------------
                0.00    0.00      78/322         std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [149]
                0.00    0.00     244/322         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
[135]    0.0    0.00    0.00     322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [135]
                0.00    0.00     322/482         std::__deque_buf_size(unsigned long) [134]
-----------------------------------------------
                0.00    0.00       2/244         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00       8/244         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
                0.00    0.00      78/244         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::operator--() [113]
                0.00    0.00      78/244         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
[136]    0.0    0.00    0.00     244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
                0.00    0.00     244/322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [135]
-----------------------------------------------
                0.00    0.00      10/88          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [153]
                0.00    0.00      78/88          std::deque<int, std::allocator<int> >::max_size() const [144]
[137]    0.0    0.00    0.00      88         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [137]
-----------------------------------------------
                0.00    0.00       2/82          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [218]
                0.00    0.00       2/82          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [215]
                0.00    0.00      78/82          std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [145]
[138]    0.0    0.00    0.00      82         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00       2/80          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [218]
                0.00    0.00      78/80          std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [145]
[139]    0.0    0.00    0.00      80         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [139]
                0.00    0.00      80/20163       __gnu_cxx::new_allocator<int>::max_size() const [70]
-----------------------------------------------
                0.00    0.00       1/79          std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [244]
                0.00    0.00      78/79          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
[140]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [140]
                0.00    0.00      79/482         std::__deque_buf_size(unsigned long) [134]
                0.00    0.00      79/20083       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [74]
-----------------------------------------------
                0.00    0.00       1/79          std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [245]
                0.00    0.00      78/79          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
[141]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [141]
                0.00    0.00      79/482         std::__deque_buf_size(unsigned long) [134]
                0.00    0.00      79/20083       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00       1/79          std::deque<int, std::allocator<int> >::~deque() [44]
                0.00    0.00      78/79          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
[142]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [142]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
[143]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::size() const [143]
                0.00    0.00      78/78          std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [149]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
[144]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::max_size() const [144]
                0.00    0.00      78/88          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [137]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [145]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::max_size() const [144]
[145]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [145]
                0.00    0.00      78/80          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [139]
                0.00    0.00      78/82          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::pop_back() [123]
[146]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [146]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [141]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [142]
                0.00    0.00      78/10001       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [121]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::push_back(int const&) [124]
[147]    0.0    0.00    0.00      78         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::size() const [143]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::max_size() const [144]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [148]
                0.00    0.00      78/79          std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [140]
                0.00    0.00      78/60084       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
                0.00    0.00      78/10001       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [122]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
-----------------------------------------------
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
[148]    0.0    0.00    0.00      78         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [148]
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
-----------------------------------------------
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::size() const [143]
[149]    0.0    0.00    0.00      78         std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [149]
                0.00    0.00      78/322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [135]
-----------------------------------------------
                0.00    0.00      12/12          int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [175]
[150]    0.0    0.00    0.00      12         int** std::__niter_base<int**>(int**) [150]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [154]
[151]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int*>::new_allocator() [151]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int*>::~allocator() [155]
[152]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int*>::~new_allocator() [152]
-----------------------------------------------
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [163]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [162]
[153]    0.0    0.00    0.00      10         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [153]
                0.00    0.00      10/88          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [137]
                0.00    0.00      10/10          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [154]
-----------------------------------------------
                0.00    0.00      10/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [153]
[154]    0.0    0.00    0.00      10         std::allocator<int*>::allocator<int>(std::allocator<int> const&) [154]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int*>::new_allocator() [151]
-----------------------------------------------
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [163]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [162]
[155]    0.0    0.00    0.00      10         std::allocator<int*>::~allocator() [155]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int*>::~new_allocator() [152]
-----------------------------------------------
                0.00    0.00       8/8           int** std::copy<int**, int**>(int**, int**, int**) [176]
[156]    0.0    0.00    0.00       8         int** std::__miter_base<int**>(int**) [156]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [158]
[157]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [157]
-----------------------------------------------
                0.00    0.00       1/6           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.00    0.00       1/6           main [1]
                0.00    0.00       2/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [216]
                0.00    0.00       2/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [203]
[158]    0.0    0.00    0.00       6         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [158]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [157]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [164]
[159]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [159]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [165]
[160]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [160]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::max_size() const [161]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [160]
[161]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int*>::max_size() const [161]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
[162]    0.0    0.00    0.00       5         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [162]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [153]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [165]
                0.00    0.00       5/10          std::allocator<int*>::~allocator() [155]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [248]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
[163]    0.0    0.00    0.00       5         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [163]
                0.00    0.00       5/10          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [153]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [164]
                0.00    0.00       5/10          std::allocator<int*>::~allocator() [155]
-----------------------------------------------
                0.00    0.00       5/5           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [163]
[164]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [164]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [159]
-----------------------------------------------
                0.00    0.00       5/5           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [162]
[165]    0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [165]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [160]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
[166]    0.0    0.00    0.00       5         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [166]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [169]
[167]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [167]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [213]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [194]
[168]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [168]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [216]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [202]
[169]    0.0    0.00    0.00       4         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [169]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [167]
-----------------------------------------------
                0.00    0.00       4/4           int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [174]
[170]    0.0    0.00    0.00       4         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [170]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [217]
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [17]
[171]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [171]
-----------------------------------------------
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [148]
[172]    0.0    0.00    0.00       4         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [172]
                0.00    0.00       8/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [136]
                0.00    0.00       4/5           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [166]
                0.00    0.00       4/5           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [162]
                0.00    0.00       4/4           int** std::copy<int**, int**>(int**, int**, int**) [176]
                0.00    0.00       4/5           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [163]
-----------------------------------------------
                0.00    0.00       4/4           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [175]
